#file_format=SDRF
#version=v1.1.0
#template=default
#template_version=v1.1.0
source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[plasmodium strain]	comment[proteomexchange accession number]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[technical replicate]	comment[label]	comment[instrument]	comment[dissociation method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters].1	comment[modification parameters].2	comment[modification parameters].3	comment[modification parameters].4	comment[precursor mass tolerance]	comment[fragment mass tolerance]
Sample 312	plasmodium falciparum	not available	schizonts	not applicable	1	run 32	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW33_A7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW33_A7.raw	1	1	TMT127N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da
Sample 313	plasmodium falciparum	not available	schizonts	not applicable	1	run 32	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW33_A7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW33_A7.raw	1	1	TMT127C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da
Sample 314	plasmodium falciparum	not available	schizonts	not applicable	1	run 32	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW33_A7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW33_A7.raw	1	1	TMT128N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da
Sample 315	plasmodium falciparum	not available	schizonts	not applicable	1	run 32	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW33_A7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW33_A7.raw	1	1	TMT128C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da
Sample 316	plasmodium falciparum	not available	schizonts	not applicable	1	run 32	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW33_A7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW33_A7.raw	1	1	TMT129N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da
Sample 317	plasmodium falciparum	not available	schizonts	not applicable	1	run 32	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW33_A7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW33_A7.raw	1	1	TMT129C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da
Sample 318	plasmodium falciparum	not available	schizonts	not applicable	1	run 32	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW33_A7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW33_A7.raw	1	1	TMT130N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da
Sample 319	plasmodium falciparum	not available	schizonts	not applicable	1	run 32	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW33_A7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW33_A7.raw	1	1	TMT130C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da
Sample 320	plasmodium falciparum	not available	schizonts	not applicable	1	run 32	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW33_A7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW33_A7.raw	1	1	TMT131	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da
Sample 321	plasmodium falciparum	not available	schizonts	not applicable	1	run 33	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW34_A7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW34_A7.raw	1	1	TMT126	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da
Sample 322	plasmodium falciparum	not available	schizonts	not applicable	1	run 33	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW34_A7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW34_A7.raw	1	1	TMT127N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da
Sample 323	plasmodium falciparum	not available	schizonts	not applicable	1	run 33	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW34_A7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW34_A7.raw	1	1	TMT127C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da
Sample 324	plasmodium falciparum	not available	schizonts	not applicable	1	run 33	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW34_A7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW34_A7.raw	1	1	TMT128N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da
Sample 325	plasmodium falciparum	not available	schizonts	not applicable	1	run 33	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW34_A7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW34_A7.raw	1	1	TMT128C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da
Sample 326	plasmodium falciparum	not available	schizonts	not applicable	1	run 33	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW34_A7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW34_A7.raw	1	1	TMT129N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da
Sample 327	plasmodium falciparum	not available	schizonts	not applicable	1	run 33	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW34_A7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW34_A7.raw	1	1	TMT129C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da
Sample 328	plasmodium falciparum	not available	schizonts	not applicable	1	run 33	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW34_A7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW34_A7.raw	1	1	TMT130N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da
Sample 329	plasmodium falciparum	not available	schizonts	not applicable	1	run 33	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW34_A7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW34_A7.raw	1	1	TMT130C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da
Sample 330	plasmodium falciparum	not available	schizonts	not applicable	1	run 33	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW34_A7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW34_A7.raw	1	1	TMT131	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da
Sample 331	plasmodium falciparum	not available	schizonts	not applicable	1	run 34	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW35_A8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW35_A8.raw	1	1	TMT126	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da
Sample 332	plasmodium falciparum	not available	schizonts	not applicable	1	run 34	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW35_A8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW35_A8.raw	1	1	TMT127N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da
Sample 333	plasmodium falciparum	not available	schizonts	not applicable	1	run 34	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW35_A8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW35_A8.raw	1	1	TMT127C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da
Sample 334	plasmodium falciparum	not available	schizonts	not applicable	1	run 34	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW35_A8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW35_A8.raw	1	1	TMT128N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da
Sample 335	plasmodium falciparum	not available	schizonts	not applicable	1	run 34	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW35_A8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW35_A8.raw	1	1	TMT128C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da
Sample 336	plasmodium falciparum	not available	schizonts	not applicable	1	run 34	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW35_A8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW35_A8.raw	1	1	TMT129N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da
Sample 337	plasmodium falciparum	not available	schizonts	not applicable	1	run 34	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW35_A8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW35_A8.raw	1	1	TMT129C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da
Sample 338	plasmodium falciparum	not available	schizonts	not applicable	1	run 34	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW35_A8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW35_A8.raw	1	1	TMT130N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da
Sample 339	plasmodium falciparum	not available	schizonts	not applicable	1	run 34	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW35_A8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW35_A8.raw	1	1	TMT130C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da
Sample 340	plasmodium falciparum	not available	schizonts	not applicable	1	run 34	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW35_A8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW35_A8.raw	1	1	TMT131	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da
Sample 341	plasmodium falciparum	not available	schizonts	not applicable	1	run 35	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW36_A8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW36_A8.raw	1	1	TMT126	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da
Sample 342	plasmodium falciparum	not available	schizonts	not applicable	1	run 35	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW36_A8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW36_A8.raw	1	1	TMT127N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da
Sample 343	plasmodium falciparum	not available	schizonts	not applicable	1	run 35	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW36_A8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW36_A8.raw	1	1	TMT127C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da
