source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[sex]	characteristics[disease]	characteristics[ancestry category]	characteristics[cell type]	characteristics[cell line]	characteristics[compound]	characteristics[enrichment process]	characteristics[biological replicate]	material type	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[cell line]	factor value[compound]
Sample 107	Homo sapiens	Lymphoma	not available	not available	"Anaplastic large cell lymphoma,"	not available	T lymphocyte	Karpas 299	DMSO	glycosylation	2	cell	run 321	proteomic profiling by mass spectrometry	UM_A_2013_0204_a3-KARPAS299_DMSO_2.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2013_0204_a3-KARPAS299_DMSO_2.mzXML	3	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	Karpas 299	DMSO
Sample 108	Homo sapiens	Lymphoma	not available	not available	"Anaplastic large cell lymphoma,"	not available	T lymphocyte	Karpas 299	ALK inhibitor	glycosylation	2	cell	run 322	proteomic profiling by mass spectrometry	UM_A_2013_0205_a1-KARPAS299_ALKI_2.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2013_0205_a1-KARPAS299_ALKI_2.mzXML	1	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	Karpas 299	ALK inhibitor
Sample 108	Homo sapiens	Lymphoma	not available	not available	"Anaplastic large cell lymphoma,"	not available	T lymphocyte	Karpas 299	ALK inhibitor	glycosylation	2	cell	run 323	proteomic profiling by mass spectrometry	UM_A_2013_0205_a2-KARPAS299_ALKI_2.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2013_0205_a2-KARPAS299_ALKI_2.mzXML	2	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	Karpas 299	ALK inhibitor
Sample 108	Homo sapiens	Lymphoma	not available	not available	"Anaplastic large cell lymphoma,"	not available	T lymphocyte	Karpas 299	ALK inhibitor	glycosylation	2	cell	run 324	proteomic profiling by mass spectrometry	UM_A_2013_0205_a3-KARPAS299_ALKI_2.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2013_0205_a3-KARPAS299_ALKI_2.mzXML	3	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	Karpas 299	ALK inhibitor
Sample 109	Homo sapiens	lymph node	10Y	male	diffuse histiocytic lymphoma	Caucasian	histiocytic	SUD-HL-1	DMSO	glycosylation	1	cell	run 325	proteomic profiling by mass spectrometry	UM_A_2013_0206_a1-SUDHL1_DMSO_1.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2013_0206_a1-SUDHL1_DMSO_1.mzXML	1	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	SUD-HL-1	DMSO
Sample 109	Homo sapiens	lymph node	10Y	male	diffuse histiocytic lymphoma	Caucasian	histiocytic	SUD-HL-1	DMSO	glycosylation	1	cell	run 326	proteomic profiling by mass spectrometry	UM_A_2013_0206_a2-SUDHL1_DMSO_1.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2013_0206_a2-SUDHL1_DMSO_1.mzXML	2	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	SUD-HL-1	DMSO
Sample 109	Homo sapiens	lymph node	10Y	male	diffuse histiocytic lymphoma	Caucasian	histiocytic	SUD-HL-1	DMSO	glycosylation	1	cell	run 327	proteomic profiling by mass spectrometry	UM_A_2013_0206_a3-SUDHL1_DMSO_1.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2013_0206_a3-SUDHL1_DMSO_1.mzXML	3	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	SUD-HL-1	DMSO
Sample 110	Homo sapiens	lymph node	10Y	male	diffuse histiocytic lymphoma	Caucasian	histiocytic	SUD-HL-1	ALK inhibitor	glycosylation	1	cell	run 328	proteomic profiling by mass spectrometry	UM_A_2013_0207_a1-SUDHL1_ALKI_1.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2013_0207_a1-SUDHL1_ALKI_1.mzXML	1	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	SUD-HL-1	ALK inhibitor
Sample 110	Homo sapiens	lymph node	10Y	male	diffuse histiocytic lymphoma	Caucasian	histiocytic	SUD-HL-1	ALK inhibitor	glycosylation	1	cell	run 329	proteomic profiling by mass spectrometry	UM_A_2013_0207_a2-SUDHL1_ALKI_1.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2013_0207_a2-SUDHL1_ALKI_1.mzXML	2	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	SUD-HL-1	ALK inhibitor
Sample 110	Homo sapiens	lymph node	10Y	male	diffuse histiocytic lymphoma	Caucasian	histiocytic	SUD-HL-1	ALK inhibitor	glycosylation	1	cell	run 330	proteomic profiling by mass spectrometry	UM_A_2013_0207_a3-SUDHL1_ALKI_1.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2013_0207_a3-SUDHL1_ALKI_1.mzXML	3	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	SUD-HL-1	ALK inhibitor
Sample 111	Homo sapiens	peripheral blood	61Y	male	plasmacytoma	not available	B lymphocyte	RPMI 8226	no compound	glycosylation	1	cell	run 331	proteomic profiling by mass spectrometry	UM_A_2013_0230_a1-RPMI8226.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2013_0230_a1-RPMI8226.mzXML	1	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	RPMI 8226	no compound
Sample 111	Homo sapiens	peripheral blood	61Y	male	plasmacytoma	not available	B lymphocyte	RPMI 8226	no compound	glycosylation	1	cell	run 332	proteomic profiling by mass spectrometry	UM_A_2013_0230_a2-RPMI8226.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2013_0230_a2-RPMI8226.mzXML	2	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	RPMI 8226	no compound
Sample 111	Homo sapiens	peripheral blood	61Y	male	plasmacytoma	not available	B lymphocyte	RPMI 8226	no compound	glycosylation	1	cell	run 333	proteomic profiling by mass spectrometry	UM_A_2013_0230_a3-RPMI8226.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2013_0230_a3-RPMI8226.mzXML	3	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	RPMI 8226	no compound
Sample 112	Homo sapiens	peripheral blood	not available	female	Multiple Myeloma	not available	B lymphocyte	KMS-11	no compound	glycosylation	1	cell	run 334	proteomic profiling by mass spectrometry	UM_A_2013_0231_a1-KMS11.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2013_0231_a1-KMS11.mzXML	1	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	KMS-11	no compound
Sample 112	Homo sapiens	peripheral blood	not available	female	Multiple Myeloma	not available	B lymphocyte	KMS-11	no compound	glycosylation	1	cell	run 335	proteomic profiling by mass spectrometry	UM_A_2013_0231_a2-KMS11.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2013_0231_a2-KMS11.mzXML	2	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	KMS-11	no compound
Sample 112	Homo sapiens	peripheral blood	not available	female	Multiple Myeloma	not available	B lymphocyte	KMS-11	no compound	glycosylation	1	cell	run 336	proteomic profiling by mass spectrometry	UM_A_2013_0231_a3-KMS11.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2013_0231_a3-KMS11.mzXML	3	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	KMS-11	no compound
Sample 113	Homo sapiens	Lymphoma	not available	not available	"Anaplastic large cell lymphoma,"	not available	T lymphocyte	Karpas 299	DMSO	glycosylation	3	cell	run 337	proteomic profiling by mass spectrometry	UM_A_2013_0232_a1-KARPAS299_DMSO_3.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2013_0232_a1-KARPAS299_DMSO_3.mzXML	1	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	Karpas 299	DMSO
Sample 113	Homo sapiens	Lymphoma	not available	not available	"Anaplastic large cell lymphoma,"	not available	T lymphocyte	Karpas 299	DMSO	glycosylation	3	cell	run 338	proteomic profiling by mass spectrometry	UM_A_2013_0232_a2-KARPAS299_DMSO_3.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2013_0232_a2-KARPAS299_DMSO_3.mzXML	2	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	Karpas 299	DMSO
Sample 113	Homo sapiens	Lymphoma	not available	not available	"Anaplastic large cell lymphoma,"	not available	T lymphocyte	Karpas 299	DMSO	glycosylation	3	cell	run 339	proteomic profiling by mass spectrometry	UM_A_2013_0232_a3-KARPAS299_DMSO_3.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2013_0232_a3-KARPAS299_DMSO_3.mzXML	3	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	Karpas 299	DMSO
Sample 114	Homo sapiens	Lymphoma	not available	not available	"Anaplastic large cell lymphoma,"	not available	T lymphocyte	Karpas 299	ALK inhibitor	glycosylation	3	cell	run 340	proteomic profiling by mass spectrometry	UM_A_2013_0233_a1-KARPAS299_ALKI_3.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2013_0233_a1-KARPAS299_ALKI_3.mzXML	1	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	Karpas 299	ALK inhibitor
Sample 114	Homo sapiens	Lymphoma	not available	not available	"Anaplastic large cell lymphoma,"	not available	T lymphocyte	Karpas 299	ALK inhibitor	glycosylation	3	cell	run 341	proteomic profiling by mass spectrometry	UM_A_2013_0233_a2-KARPAS299_ALKI_3.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2013_0233_a2-KARPAS299_ALKI_3.mzXML	2	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	Karpas 299	ALK inhibitor
Sample 114	Homo sapiens	Lymphoma	not available	not available	"Anaplastic large cell lymphoma,"	not available	T lymphocyte	Karpas 299	ALK inhibitor	glycosylation	3	cell	run 342	proteomic profiling by mass spectrometry	UM_A_2013_0233_a3-KARPAS299_ALKI_3.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2013_0233_a3-KARPAS299_ALKI_3.mzXML	3	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	Karpas 299	ALK inhibitor
Sample 115	Homo sapiens	lymph node	10Y	male	diffuse histiocytic lymphoma	Caucasian	histiocytic	SUD-HL-1	DMSO	glycosylation	2	cell	run 343	proteomic profiling by mass spectrometry	UM_A_2013_0234_a1-SUDHL1_DMSO_2.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2013_0234_a1-SUDHL1_DMSO_2.mzXML	1	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	SUD-HL-1	DMSO
Sample 115	Homo sapiens	lymph node	10Y	male	diffuse histiocytic lymphoma	Caucasian	histiocytic	SUD-HL-1	DMSO	glycosylation	2	cell	run 344	proteomic profiling by mass spectrometry	UM_A_2013_0234_a2-SUDHL1_DMSO_2.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2013_0234_a2-SUDHL1_DMSO_2.mzXML	2	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	SUD-HL-1	DMSO
Sample 115	Homo sapiens	lymph node	10Y	male	diffuse histiocytic lymphoma	Caucasian	histiocytic	SUD-HL-1	DMSO	glycosylation	2	cell	run 345	proteomic profiling by mass spectrometry	UM_A_2013_0234_a3-SUDHL1_DMSO_2.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2013_0234_a3-SUDHL1_DMSO_2.mzXML	3	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	SUD-HL-1	DMSO
Sample 116	Homo sapiens	lymph node	10Y	male	diffuse histiocytic lymphoma	Caucasian	histiocytic	SUD-HL-1	ALK inhibitor	glycosylation	2	cell	run 346	proteomic profiling by mass spectrometry	UM_A_2013_0235_a1-SUDHL1_ALKI_2.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2013_0235_a1-SUDHL1_ALKI_2.mzXML	1	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	SUD-HL-1	ALK inhibitor
Sample 116	Homo sapiens	lymph node	10Y	male	diffuse histiocytic lymphoma	Caucasian	histiocytic	SUD-HL-1	ALK inhibitor	glycosylation	2	cell	run 347	proteomic profiling by mass spectrometry	UM_A_2013_0235_a2-SUDHL1_ALKI_2.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2013_0235_a2-SUDHL1_ALKI_2.mzXML	2	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	SUD-HL-1	ALK inhibitor
Sample 116	Homo sapiens	lymph node	10Y	male	diffuse histiocytic lymphoma	Caucasian	histiocytic	SUD-HL-1	ALK inhibitor	glycosylation	2	cell	run 348	proteomic profiling by mass spectrometry	UM_A_2013_0235_a3-SUDHL1_ALKI_2.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2013_0235_a3-SUDHL1_ALKI_2.mzXML	3	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	SUD-HL-1	ALK inhibitor
Sample 117	Homo sapiens	lymph node	10Y	male	diffuse histiocytic lymphoma	Caucasian	histiocytic	SUD-HL-1	DMSO	glycosylation	3	cell	run 349	proteomic profiling by mass spectrometry	UM_A_2013_0236_a1-SUDHL1_DMSO_3.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2013_0236_a1-SUDHL1_DMSO_3.mzXML	1	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	SUD-HL-1	DMSO
Sample 117	Homo sapiens	lymph node	10Y	male	diffuse histiocytic lymphoma	Caucasian	histiocytic	SUD-HL-1	DMSO	glycosylation	3	cell	run 350	proteomic profiling by mass spectrometry	UM_A_2013_0236_a2-SUDHL1_DMSO_3.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2013_0236_a2-SUDHL1_DMSO_3.mzXML	2	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	SUD-HL-1	DMSO
Sample 117	Homo sapiens	lymph node	10Y	male	diffuse histiocytic lymphoma	Caucasian	histiocytic	SUD-HL-1	DMSO	glycosylation	3	cell	run 351	proteomic profiling by mass spectrometry	UM_A_2013_0236_a3-SUDHL1_DMSO_3.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2013_0236_a3-SUDHL1_DMSO_3.mzXML	3	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	SUD-HL-1	DMSO
Sample 118	Homo sapiens	lymph node	10Y	male	diffuse histiocytic lymphoma	Caucasian	histiocytic	SUD-HL-1	ALK inhibitor	glycosylation	3	cell	run 352	proteomic profiling by mass spectrometry	UM_A_2013_0237_a1-SUDHL1_ALKI_3.mzXML	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD003469/UM_A_2013_0237_a1-SUDHL1_ALKI_3.mzXML	1	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Asn->Asp;AC=UNIMOD:621;MT=variable;TA=N	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	50 ppm	0.8 Da	SUD-HL-1	ALK inhibitor
